N1 ,N2 ,N3 ,N4 ,N5,N6 ,N7 ,N8,N9 ,M1 ,M2,M3 
0.0201,0.1391,7.104944955,3.471606895,10.03499284,0.318772411,0.3801,0.2851,0.654049888,RAISE,RAISE,RAISE
0.0401,0.1401,7.8988681,2.930047882,10.03499284,0.409317366,0.3841,0.2881,0.708016943,RAISE,RAISE,RAISE
0.0601,0.1411,8.847326931,2.136124738,10.03499284,0.539163073,0.3881,0.2911,0.78713241,RAISE,RAISE,RAISE
0.0801,0.1421,9.724283408,1.187665907,10.03499284,0.828353024,0.3921,0.2941,0.881647558,HOLD,RAISE,RAISE
0.1001,0.1421,3.278232095,0.310709429,10.03499284,1.637545265,0.3961,0.2971,0.969037404,HOLD,RAISE,RAISE
0.1201,0.1421,3.447659242,6.756760743,10.03499284,2.110159386,0.4001,0.3001,0.326680063,RAISE,RAISE,RAISE
0.1401,0.1431,4.069167702,6.587333596,10.03499284,0.102050653,0.4041,0.3031,0.343563697,RAISE,RAISE,RAISE
0.1601,0.1441,4.708051168,5.965825135,10.03499284,0.123545214,0.4081,0.3061,0.405497818,RAISE,RAISE,RAISE
0.1801,0.1451,5.64726712,5.32694167,10.03499284,0.157834032,0.4121,0.3091,0.469163381,RAISE,RAISE,RAISE
0.2001,0.1461,6.455444491,4.387725718,10.03499284,0.212026618,0.4161,0.3121,0.562757464,RAISE,RAISE,RAISE
0.2201,0.1471,7.372903747,3.579548347,10.03499284,0.294250138,0.4201,0.3151,0.643293383,RAISE,HOLD,RAISE
0.2201,0.1481,7.417490578,2.662089091,10.03499284,0.411946035,0.4241,0.3181,0.734719383,RAISE,HOLD,RAISE
0.2201,0.1491,7.845625257,2.617502259,10.03499284,0.557268395,0.4281,0.3211,0.739162518,RAISE,HOLD,RAISE
0.2201,0.1501,8.33537495,2.18936758,10.03499284,0.599474192,0.4321,0.3241,0.781826692,RAISE,HOLD,RAISE
0.2201,0.1511,9.121600146,1.699617888,10.03499284,0.761441343,0.4361,0.3271,0.830630882,HOLD,HOLD,RAISE
0.2201,0.1511,9.252951046,0.913392691,10.03499284,1.073370692,0.4401,0.3301,0.908979238,HOLD,HOLD,RAISE
0.2201,0.1511,10.02876738,0.782041792,10.03499284,2.026061985,0.4441,0.3331,0.922068525,HOLD,HOLD,RAISE
0.2201,0.1511,6.277066169,0.006225455,10.03499284,2.564765077,0.4481,0.3361,0.999379625,HOLD,STOP,HOLD
0.0001,0.1511,6.389632386,3.757926668,10.03499284,201.6580614,0.4481,0.3361,0.625517753,RAISE,HOLD,RAISE
0.0001,0.1521,6.434887034,3.645360452,10.03499284,0.340061579,0.4521,0.3391,0.636735122,RAISE,RAISE,RAISE
0.0201,0.1531,7.125465043,3.600105804,10.03499284,0.353045309,0.4561,0.3421,0.641244806,RAISE,RAISE,RAISE
0.0401,0.1541,7.674331294,2.909527795,10.03499284,0.395847535,0.4601,0.3451,0.710061797,RAISE,RAISE,RAISE
0.0601,0.1551,7.776201999,2.360661544,10.03499284,0.527531052,0.4641,0.3481,0.764757027,RAISE,RAISE,RAISE
0.0801,0.1561,7.927131514,2.258790839,10.03499284,0.658815493,0.4681,0.3511,0.774908575,RAISE,RAISE,RAISE
0.1001,0.1571,8.744492195,2.107861324,10.03499284,0.701891594,0.4721,0.3541,0.789948896,RAISE,RAISE,RAISE
0.1201,0.1581,8.926889152,1.290500643,10.03499284,0.829702798,0.4761,0.3571,0.871399944,HOLD,RAISE,RAISE
0.1401,0.1581,8.994579435,1.108103685,10.03499284,1.383476902,0.4801,0.3601,0.889576036,HOLD,RAISE,RAISE
0.1601,0.1581,9.968728167,1.040413403,10.03499284,1.623418377,0.4841,0.3631,0.89632146,HOLD,RAISE,RAISE
0.1801,0.1581,3.697453222,0.066264671,10.03499284,1.916301373,0.4881,0.3661,0.99339664,HOLD,RAISE,HOLD
0.2001,0.1581,4.511167099,6.337539616,10.03499284,11.15965162,0.4881,0.3661,0.36845599,RAISE,RAISE,RAISE
0.2201,0.1591,4.658391707,5.523825739,10.03499284,0.142363358,0.4921,0.3691,0.449543629,RAISE,RAISE,RAISE
0.2401,0.1601,5.422785893,5.37660113,10.03499284,0.168665412,0.4961,0.3721,0.464214752,RAISE,HOLD,RAISE
0.2401,0.1611,6.335380989,4.612206945,10.03499284,0.201717991,0.5001,0.3751,0.54038762,RAISE,HOLD,RAISE
0.2401,0.1621,6.965333479,3.699611849,10.03499284,0.274722321,0.5041,0.3781,0.6313289,RAISE,HOLD,RAISE
0.2401,0.1631,7.393739387,3.069659359,10.03499284,0.376544014,0.5081,0.3811,0.694104479,RAISE,HOLD,RAISE
0.2401,0.1641,7.867906482,2.64125345,10.03499284,0.481730285,0.5121,0.3841,0.736795682,RAISE,HOLD,RAISE
0.2401,0.1651,8.653601022,2.167086355,10.03499284,0.595770654,0.5161,0.3871,0.784047045,RAISE,HOLD,RAISE
0.2401,0.1661,9.56107955,1.381391816,10.03499284,0.798639242,0.5201,0.3901,0.862342521,HOLD,HOLD,RAISE
0.2401,0.1661,10.1360297,0.473913288,10.03499284,1.384267582,0.5241,0.3931,0.952773929,HOLD,HOLD,RAISE
0.2401,0.1661,9.659419903,-0.101036858,10.03499284,4.277588305,0.5281,0.3961,1.010068453,HOLD,STOP,HOLD
0.0001,0.1661,2.944032653,0.375572935,10.03499284,-19.1205864,0.5281,0.3961,0.962573672,HOLD,HOLD,RAISE
0.0001,0.1661,3.31278969,7.090960185,10.03499284,1.56775549,0.5321,0.3991,0.293376657,RAISE,RAISE,RAISE
0.0201,0.1671,3.998738139,6.722203148,10.03499284,0.093436985,0.5361,0.4021,0.330123772,RAISE,RAISE,RAISE
0.0401,0.1681,4.972340171,6.036254698,10.03499284,0.118971059,0.5401,0.4051,0.398479421,RAISE,RAISE,RAISE
0.0601,0.1691,5.061010827,5.062652666,10.03499284,0.164749184,0.5441,0.4081,0.495500122,RAISE,RAISE,RAISE
0.0801,0.1701,5.435641479,4.973982011,10.03499284,0.199935139,0.5481,0.4111,0.504336267,RAISE,RAISE,RAISE
0.1001,0.1711,6.041487889,4.599351359,10.03499284,0.218562973,0.5521,0.4141,0.541668695,RAISE,RAISE,RAISE
0.1201,0.1721,6.213890454,3.993504949,10.03499284,0.262710431,0.5561,0.4171,0.602042073,RAISE,RAISE,RAISE
0.1401,0.1731,7.18494132,3.821102384,10.03499284,0.311199837,0.5601,0.4201,0.619222211,RAISE,RAISE,RAISE
0.1601,0.1741,7.26185534,2.850051518,10.03499284,0.376066412,0.5641,0.4231,0.715988684,RAISE,RAISE,RAISE
0.1801,0.1751,7.394419413,2.773137498,10.03499284,0.509594672,0.5681,0.4261,0.723653266,RAISE,RAISE,RAISE
0.2001,0.1761,8.052729936,2.640573425,10.03499284,0.533289058,0.5721,0.4291,0.736863447,RAISE,RAISE,RAISE
0.2201,0.1771,8.843703254,1.982262902,10.03499284,0.609922819,0.5761,0.4321,0.802464941,HOLD,RAISE,RAISE
0.2401,0.1771,9.094810303,1.191289584,10.03499284,0.892283586,0.5801,0.4351,0.881286454,HOLD,RAISE,RAISE
0.2601,0.1771,9.42171039,0.940182535,10.03499284,1.526884886,0.5841,0.4381,0.906309596,HOLD,HOLD,RAISE
0.2601,0.1771,5.616804136,0.613282448,10.03499284,2.004230039,0.5881,0.4411,0.938885612,HOLD,HOLD,RAISE
0.2601,0.1771,6.234130155,4.418188702,10.03499284,1.831718535,0.5921,0.4441,0.559721788,RAISE,HOLD,RAISE
0.2601,0.1781,6.350378485,3.800862683,10.03499284,0.282202983,0.5961,0.4471,0.621239123,RAISE,HOLD,RAISE
0.2601,0.1791,6.397176641,3.684614353,10.03499284,0.334154586,0.6001,0.4501,0.63282342,RAISE,HOLD,RAISE
0.2601,0.1801,6.989873721,3.637816196,10.03499284,0.347237243,0.6041,0.4531,0.637486917,RAISE,HOLD,RAISE
0.2601,0.1811,7.110451558,3.045119116,10.03499284,0.384289549,0.6081,0.4561,0.696549946,RAISE,HOLD,RAISE
0.2601,0.1821,7.839844577,2.92454128,10.03499284,0.467006464,0.6121,0.4591,0.708565683,RAISE,HOLD,RAISE
0.2601,0.1831,8.436971138,2.195148261,10.03499284,0.536141831,0.6161,0.4621,0.78125064,RAISE,HOLD,RAISE
0.2601,0.1841,8.536884365,1.5980217,10.03499284,0.768692602,0.6201,0.4651,0.840755073,HOLD,HOLD,RAISE
0.2601,0.1841,8.685344017,1.498108473,10.03499284,1.068431595,0.6241,0.4681,0.850711555,HOLD,HOLD,RAISE
0.2601,0.1841,9.525591298,1.349648821,10.03499284,1.15950803,0.6281,0.4711,0.865505751,HOLD,HOLD,RAISE
0.2601,0.1841,10.0032113,0.50940154,10.03499284,1.411565905,0.6321,0.4741,0.949237478,HOLD,HOLD,RAISE
0.2601,0.1841,1.945701784,0.031781535,10.03499284,3.927436615,0.6361,0.4771,0.996832929,HOLD,STOP,HOLD
0.0001,0.1841,1.970905678,8.089291054,10.03499284,12.2442279,0.6361,0.4771,0.193891696,RAISE,HOLD,RAISE
0.0001,0.1851,2.873429084,8.06408716,10.03499284,0.048728762,0.6401,0.4801,0.196403297,RAISE,RAISE,RAISE
0.0201,0.1861,3.372091962,7.161563754,10.03499284,0.071264832,0.6441,0.4831,0.28634092,RAISE,RAISE,RAISE
0.0401,0.1871,3.869557256,6.662900876,10.03499284,0.094171946,0.6481,0.4861,0.33603332,RAISE,RAISE,RAISE
0.0601,0.1881,4.354976975,6.165435582,10.03499284,0.116152328,0.6521,0.4891,0.385606379,RAISE,RAISE,RAISE
0.0801,0.1891,4.468448385,5.680015863,10.03499284,0.141270699,0.6561,0.4921,0.433979082,RAISE,RAISE,RAISE
0.1001,0.1901,4.772889945,5.566544453,10.03499284,0.157339292,0.6601,0.4951,0.445286654,RAISE,RAISE,RAISE
0.1201,0.1911,5.502047074,5.262102893,10.03499284,0.171484841,0.6641,0.4981,0.475624649,RAISE,RAISE,RAISE
0.1401,0.1921,5.70612371,4.532945764,10.03499284,0.209119707,0.6681,0.5011,0.548286099,RAISE,RAISE,RAISE
0.1601,0.1931,5.780315381,4.328869128,10.03499284,0.251762276,0.6721,0.5041,0.568622599,RAISE,RAISE,RAISE
0.1801,0.1941,5.783429207,4.254677457,10.03499284,0.267058911,0.6761,0.5071,0.576015895,RAISE,RAISE,RAISE
0.2001,0.1951,6.71618623,4.251563631,10.03499284,0.271862169,0.6801,0.5101,0.576326192,RAISE,RAISE,RAISE
0.2201,0.1961,6.904374297,3.318806608,10.03499284,0.315939584,0.6841,0.5131,0.669276634,RAISE,RAISE,RAISE
0.2401,0.1971,7.543906739,3.130618541,10.03499284,0.416075723,0.6881,0.5161,0.688029818,RAISE,RAISE,RAISE
0.2601,0.1981,8.347033587,2.491086099,10.03499284,0.481943529,0.6921,0.5191,0.751760052,RAISE,RAISE,RAISE
0.2801,0.1991,9.020793347,1.687959251,10.03499284,0.670152155,0.6961,0.5221,0.83179268,HOLD,HOLD,RAISE
0.2801,0.1991,9.959415082,1.014199491,10.03499284,1.06884018,0.7001,0.5251,0.898933711,HOLD,HOLD,RAISE
0.2801,0.1991,7.212940952,0.075577756,10.03499284,1.963995283,0.7041,0.5281,0.992468579,HOLD,STOP,HOLD
0.0001,0.1991,7.231411503,2.822051886,10.03499284,19.08747054,0.7041,0.5281,0.718778884,RAISE,HOLD,RAISE
0.0001,0.2001,7.276119962,2.803581335,10.03499284,0.512493164,0.7081,0.5311,0.720619498,RAISE,RAISE,RAISE
0.0201,0.2011,8.263042861,2.758872875,10.03499284,0.519058953,0.7121,0.5341,0.725074754,RAISE,RAISE,RAISE
0.0401,0.2021,8.786998177,1.771949977,10.03499284,0.599015847,0.7161,0.5371,0.823422896,HOLD,RAISE,RAISE
0.0601,0.2021,9.277624402,1.247994661,10.03499284,0.991788514,0.7201,0.5401,0.87563572,HOLD,RAISE,RAISE
0.0801,0.2021,8.935572476,0.757368436,10.03499284,1.486805143,0.7241,0.5431,0.924527257,HOLD,RAISE,RAISE
0.1001,0.2021,9.219422121,1.099420361,10.03499284,2.359636882,0.7281,0.5461,0.890441341,HOLD,RAISE,RAISE
0.1201,0.2021,9.378319107,0.815570716,10.03499284,1.677142328,0.7321,0.5491,0.918727325,HOLD,RAISE,RAISE
0.1401,0.2021,10.3387564,0.656673731,10.03499284,2.299817519,0.7361,0.5521,0.934561614,HOLD,RAISE,RAISE
0.1601,0.2021,2.631519847,-0.303763562,10.03499284,3.148825944,0.7401,0.5551,1.030270431,HOLD,RAISE,RAISE
0.1801,0.2021,3.53678358,7.403472991,10.03499284,-1.732610608,0.7441,0.5581,0.262234352,RAISE,RAISE,RAISE
0.2001,0.2031,4.272510016,6.498209258,10.03499284,0.095543904,0.7481,0.5611,0.352445053,RAISE,RAISE,RAISE
0.2201,0.2041,5.10381047,5.762482822,10.03499284,0.131498074,0.7521,0.5641,0.425761143,RAISE,RAISE,RAISE
0.2401,0.2051,5.614812681,4.931182368,10.03499284,0.177139286,0.7561,0.5671,0.508601307,RAISE,RAISE,RAISE
0.2601,0.2061,5.879010256,4.420180157,10.03499284,0.227726832,0.7601,0.5701,0.559523337,RAISE,RAISE,RAISE
0.2801,0.2071,5.912883619,4.155982582,10.03499284,0.266007721,0.7641,0.5731,0.585850967,RAISE,RAISE,RAISE
0.3001,0.2081,6.576188534,4.122109218,10.03499284,0.284548046,0.7681,0.5761,0.589226491,RAISE,HOLD,RAISE
0.3001,0.2091,7.496386807,3.458804304,10.03499284,0.319069107,0.7721,0.5791,0.655325683,RAISE,HOLD,RAISE
0.3001,0.2101,7.765734368,2.53860603,10.03499284,0.433466953,0.7761,0.5821,0.74702463,RAISE,HOLD,RAISE
0.3001,0.2111,7.806518991,2.26925847,10.03499284,0.611810913,0.7801,0.5851,0.773865462,RAISE,HOLD,RAISE
0.3001,0.2121,7.918311887,2.228473847,10.03499284,0.688023783,0.7841,0.5881,0.777929702,RAISE,HOLD,RAISE
0.3001,0.2131,8.659809483,2.11668095,10.03499284,0.71064885,0.7881,0.5911,0.789070009,RAISE,HOLD,RAISE
0.3001,0.2141,8.81241221,1.375183355,10.03499284,0.818244193,0.7921,0.5941,0.862961202,HOLD,HOLD,RAISE
0.3001,0.2141,9.11783134,1.222580628,10.03499284,1.281634507,0.7961,0.5971,0.878168261,HOLD,HOLD,RAISE
0.3001,0.2141,9.287413666,0.917161498,10.03499284,1.491571374,0.8001,0.6001,0.908603672,HOLD,HOLD,RAISE
0.3001,0.2141,9.819684837,0.747579172,10.03499284,2.025251536,0.8041,0.6031,0.92550277,HOLD,HOLD,RAISE
0.3001,0.2141,8.734999501,0.215308001,10.03499284,2.627062179,0.8081,0.6061,0.97854428,HOLD,HOLD,STOP
0.3001,0.2141,9.494834628,1.299993336,10.03499284,8.113957174,0.0001,0.0001,0.870453985,HOLD,HOLD,RAISE
0.3001,0.2141,1.617428514,0.54015821,10.03499284,1.460751276,0.0041,0.0031,0.946172537,HOLD,HOLD,RAISE
0.3001,0.2141,1.87367572,8.417564324,10.03499284,0.598872139,0.0081,0.0061,0.161178841,RAISE,HOLD,RAISE
0.3001,0.2151,1.944110366,8.161317118,10.03499284,0.044518239,0.0121,0.0091,0.186714206,RAISE,HOLD,RAISE
0.3001,0.2161,2.824810227,8.090882472,10.03499284,0.047642074,0.0161,0.0121,0.193733109,RAISE,HOLD,RAISE
0.3001,0.2171,3.094044421,7.210182611,10.03499284,0.069826999,0.0201,0.0151,0.281495988,RAISE,HOLD,RAISE
0.3001,0.2181,3.262683762,6.940948417,10.03499284,0.085824301,0.0241,0.0181,0.308325524,RAISE,HOLD,RAISE
0.3001,0.2191,3.801649088,6.772309076,10.03499284,0.094012621,0.0281,0.0211,0.325130652,RAISE,HOLD,RAISE
0.3001,0.2201,3.886514668,6.23334375,10.03499284,0.112270395,0.0321,0.0241,0.378839243,RAISE,HOLD,RAISE
0.3001,0.2211,4.610144448,6.14847817,10.03499284,0.124700797,0.0361,0.0271,0.387296207,RAISE,HOLD,RAISE
0.3001,0.2221,5.440614527,5.42484839,10.03499284,0.149960505,0.0401,0.0301,0.45940685,RAISE,HOLD,RAISE
0.3001,0.2231,5.966799553,4.594378311,10.03499284,0.200581256,0.0441,0.0331,0.542164266,RAISE,HOLD,RAISE
0.3001,0.2241,6.49067207,4.068193285,10.03499284,0.259743502,0.0481,0.0361,0.594599284,RAISE,HOLD,RAISE
0.3001,0.2251,7.142122003,3.544320768,10.03499284,0.319093593,0.0521,0.0391,0.646803857,RAISE,HOLD,RAISE
0.3001,0.2261,7.822000705,2.892870834,10.03499284,0.403017812,0.0561,0.0421,0.711721684,RAISE,HOLD,RAISE
0.3001,0.2271,8.255678307,2.212992133,10.03499284,0.540777736,0.0601,0.0451,0.779472475,RAISE,HOLD,RAISE
0.3001,0.2281,8.455584601,1.779314531,10.03499284,0.746110046,0.0641,0.0481,0.822689008,HOLD,HOLD,RAISE
0.3001,0.2281,8.652785,1.579408237,10.03499284,0.950431692,0.0681,0.0511,0.842609929,HOLD,HOLD,RAISE
0.3001,0.2281,8.93923702,1.382207837,10.03499284,1.095699617,0.0721,0.0541,0.862261203,HOLD,HOLD,RAISE
0.3001,0.2281,9.139388261,1.095755818,10.03499284,1.293472194,0.0761,0.0571,0.890806517,HOLD,HOLD,RAISE
0.3001,0.2281,9.550929166,0.895604577,10.03499284,1.668143233,0.0801,0.0601,0.910751847,HOLD,HOLD,RAISE
0.3001,0.2281,4.365083234,0.484063671,10.03499284,2.132845099,0.0841,0.0631,0.95176243,HOLD,HOLD,RAISE
0.3001,0.2281,5.317182286,5.669909604,10.03499284,1.803516145,0.0881,0.0661,0.434986183,RAISE,HOLD,RAISE
0.3001,0.2291,5.78575949,4.717810552,10.03499284,0.187557921,0.0921,0.0691,0.529864084,RAISE,HOLD,RAISE
0.3001,0.2301,6.58629903,4.249233348,10.03499284,0.245273074,0.0961,0.0721,0.576558407,RAISE,HOLD,RAISE
0.3001,0.2311,6.676920417,3.448693807,10.03499284,0.309999404,0.1001,0.0751,0.656333207,RAISE,HOLD,RAISE
0.3001,0.2321,7.301507308,3.358072421,10.03499284,0.387214452,0.1041,0.0781,0.665363745,RAISE,RAISE,RAISE
0.3201,0.2331,8.226387055,2.73348553,10.03499284,0.434863004,0.1081,0.0811,0.727604636,RAISE,RAISE,RAISE
0.3401,0.2341,9.189918691,1.808605782,10.03499284,0.601897245,0.1121,0.0841,0.819770097,HOLD,HOLD,RAISE
0.3401,0.2341,9.638417743,0.845074147,10.03499284,1.016243427,0.1161,0.0871,0.91578727,HOLD,HOLD,RAISE
0.3401,0.2341,10.38006702,0.396575095,10.03499284,2.281082147,0.1201,0.0901,0.960480779,HOLD,HOLD,RAISE
0.3401,0.2341,3.076591113,-0.345074186,10.03499284,5.234855722,0.1241,0.0931,1.034387088,HOLD,HOLD,RAISE
0.3401,0.2341,3.260973242,6.958401725,10.03499284,-1.783147645,0.1281,0.0961,0.306586279,RAISE,HOLD,RAISE
0.3401,0.2351,4.146974542,6.774019596,10.03499284,0.093727651,0.1321,0.0991,0.324960196,RAISE,HOLD,RAISE
0.3401,0.2361,4.556369993,5.888018295,10.03499284,0.122437631,0.1361,0.1021,0.41325137,RAISE,HOLD,RAISE
0.3401,0.2371,4.910246225,5.478622845,10.03499284,0.154767522,0.1401,0.1051,0.454048156,RAISE,HOLD,RAISE
0.3401,0.2381,5.700966826,5.124746612,10.03499284,0.179251113,0.1441,0.1081,0.48931238,RAISE,HOLD,RAISE
0.3401,0.2391,6.650718253,4.334026012,10.03499284,0.222487754,0.1481,0.1111,0.568108709,RAISE,HOLD,RAISE
0.3401,0.2401,7.431337384,3.384274585,10.03499284,0.306907168,0.1521,0.1141,0.662752666,RAISE,HOLD,RAISE
0.3401,0.2411,7.900427576,2.603655454,10.03499284,0.439168702,0.1561,0.1171,0.740542371,RAISE,HOLD,RAISE
0.3401,0.2421,8.734453479,2.134565261,10.03499284,0.60687197,0.1601,0.1201,0.787287814,RAISE,HOLD,RAISE
0.3401,0.2431,9.09325716,1.300539359,10.03499284,0.818382425,0.1641,0.1231,0.870399573,HOLD,HOLD,RAISE
0.3401,0.2431,9.214920996,0.941735678,10.03499284,1.398382463,0.1681,0.1261,0.906154823,HOLD,HOLD,RAISE
0.3401,0.2431,9.712730273,0.820071842,10.03499284,1.95700794,0.1721,0.1291,0.918278782,HOLD,HOLD,RAISE
0.3401,0.2431,10.37778971,0.322262564,10.03499284,2.368751071,0.1761,0.1321,0.967886119,HOLD,HOLD,RAISE
0.3401,0.2431,10.25858044,-0.342796868,10.03499284,6.440580354,0.1801,0.1351,1.034160151,HOLD,HOLD,RAISE
0.3401,0.2431,7.47349741,-0.2235876,10.03499284,-5.98522414,0.1841,0.1381,1.022280793,HOLD,HOLD,LOWER
0.3401,0.2431,8.246281867,2.561495428,10.03499284,-6.685073255,0.1831,0.1371,0.744743672,RAISE,HOLD,RAISE
0.3401,0.2441,9.110067182,1.788710971,10.03499284,0.643864656,0.1871,0.1401,0.821752641,HOLD,HOLD,RAISE
0.3401,0.2441,9.626744877,0.924925656,10.03499284,1.018618137,0.1911,0.1431,0.907829964,HOLD,HOLD,RAISE
0.3401,0.2441,9.926986922,0.408247961,10.03499284,2.081625656,0.1951,0.1461,0.959317563,HOLD,HOLD,RAISE
0.3401,0.2441,1.420920365,0.108005915,10.03499284,4.863214452,0.1991,0.1491,0.989237071,HOLD,STOP,HOLD
0.0001,0.2441,2.388516546,8.614072473,10.03499284,2.631189894,0.1991,0.1491,0.14159655,RAISE,HOLD,RAISE
0.0001,0.2451,2.750254115,7.646476292,10.03499284,0.055456152,0.2031,0.1521,0.238018759,RAISE,RAISE,RAISE
0.0201,0.2461,3.318471312,7.284738723,10.03499284,0.071935203,0.2071,0.1551,0.274066375,RAISE,RAISE,RAISE
0.0401,0.2471,3.783630328,6.716521525,10.03499284,0.09110749,0.2111,0.1581,0.330689953,RAISE,RAISE,RAISE
0.0601,0.2481,4.239506332,6.25136251,10.03499284,0.112666365,0.2151,0.1611,0.37704365,RAISE,RAISE,RAISE
0.0801,0.2491,4.61559566,5.795486506,10.03499284,0.135634634,0.2191,0.1641,0.422472283,RAISE,RAISE,RAISE
0.1001,0.2501,5.184764843,5.419397178,10.03499284,0.159282423,0.2231,0.1671,0.45995007,RAISE,RAISE,RAISE
0.1201,0.2511,5.214559506,4.850227995,10.03499284,0.191341017,0.2271,0.1701,0.516668515,RAISE,RAISE,RAISE
0.1401,0.2521,5.778606913,4.820433332,10.03499284,0.215023274,0.2311,0.1731,0.519637591,RAISE,RAISE,RAISE
0.1601,0.2531,6.477495151,4.256385925,10.03499284,0.239754666,0.2351,0.1761,0.575845644,RAISE,RAISE,RAISE
0.1801,0.2541,7.264225651,3.557497687,10.03499284,0.30436597,0.2391,0.1791,0.64549076,RAISE,RAISE,RAISE
0.2001,0.2551,8.242600662,2.770767186,10.03499284,0.40838962,0.2431,0.1821,0.72388947,RAISE,RAISE,RAISE
0.2201,0.2561,8.698266259,1.792392175,10.03499284,0.594968838,0.2471,0.1851,0.821385804,HOLD,RAISE,RAISE
0.2401,0.2561,8.797112098,1.336726579,10.03499284,0.970576236,0.2511,0.1881,0.86679347,HOLD,RAISE,RAISE
0.2601,0.2561,9.338638196,1.23788074,10.03499284,1.316217129,0.2551,0.1911,0.876643585,HOLD,RAISE,RAISE
0.2801,0.2561,5.367135734,0.696354641,10.03499284,1.508810646,0.2591,0.1941,0.93060736,HOLD,RAISE,RAISE
0.3001,0.2561,6.135046848,4.667857103,10.03499284,1.541494927,0.2631,0.1971,0.534842009,RAISE,RAISE,RAISE
0.3201,0.2571,6.346454946,3.899945989,10.03499284,0.262863524,0.2671,0.2001,0.611365344,RAISE,RAISE,RAISE
0.3401,0.2581,6.440781459,3.688537891,10.03499284,0.325463735,0.2711,0.2031,0.632432434,RAISE,RAISE,RAISE
0.3601,0.2591,6.716982195,3.594211379,10.03499284,0.349232224,0.2751,0.2061,0.641832193,RAISE,HOLD,RAISE
0.3601,0.2601,7.505250406,3.318010643,10.03499284,0.373766676,0.2791,0.2091,0.669355953,RAISE,HOLD,RAISE
0.3601,0.2611,7.598443625,2.529742432,10.03499284,0.452394595,0.2831,0.2121,0.747907899,RAISE,HOLD,RAISE
0.3601,0.2621,7.741102651,2.436549213,10.03499284,0.600728638,0.2871,0.2151,0.757194723,RAISE,HOLD,RAISE
0.3601,0.2631,7.749314372,2.293890187,10.03499284,0.635415251,0.2911,0.2181,0.771410879,RAISE,HOLD,RAISE
0.3601,0.2641,7.763600514,2.285678466,10.03499284,0.675648243,0.2951,0.2211,0.772229188,RAISE,HOLD,RAISE
0.3601,0.2651,8.678165391,2.271392324,10.03499284,0.679325691,0.2991,0.2241,0.773652821,RAISE,HOLD,RAISE
0.3601,0.2661,9.080821796,1.356827447,10.03499284,0.764127386,0.3031,0.2271,0.864790392,HOLD,HOLD,RAISE
0.3601,0.2661,9.239918711,0.954171042,10.03499284,1.338537456,0.3071,0.2301,0.904915623,HOLD,HOLD,RAISE
0.3601,0.2661,9.304588361,0.795074127,10.03499284,1.93674264,0.3111,0.2331,0.920769836,HOLD,HOLD,RAISE
0.3601,0.2661,9.768590644,0.730404476,10.03499284,2.34055871,0.3151,0.2361,0.92721425,HOLD,HOLD,RAISE
0.3601,0.2661,10.70155086,0.266402194,10.03499284,2.674844133,0.3191,0.2391,0.973452677,HOLD,HOLD,STOP
0.3601,0.2661,4.711044501,-0.666558018,10.03499284,8.034131185,0.0001,0.0001,1.066423368,HOLD,HOLD,RAISE
0.3601,0.2661,5.688238627,5.323948336,10.03499284,-1.413543721,0.0041,0.0031,0.469461671,RAISE,HOLD,RAISE
0.3601,0.2671,6.051062475,4.34675421,10.03499284,0.213684967,0.0081,0.0061,0.566840328,RAISE,HOLD,RAISE
0.3601,0.2681,7.015455609,3.983930363,10.03499284,0.278417513,0.0121,0.0091,0.602996193,RAISE,HOLD,RAISE
0.3601,0.2691,7.087975404,3.019537228,10.03499284,0.352187662,0.0161,0.0121,0.699099214,RAISE,HOLD,RAISE
0.3601,0.2701,7.287277389,2.947017434,10.03499284,0.469474285,0.0201,0.0151,0.706325906,RAISE,HOLD,RAISE
0.3601,0.2711,7.589097981,2.747715449,10.03499284,0.494552717,0.0241,0.0181,0.726186606,RAISE,HOLD,RAISE
0.3601,0.2721,7.863002193,2.445894857,10.03499284,0.552393297,0.0281,0.0211,0.756263418,RAISE,HOLD,RAISE
0.3601,0.2731,8.649091492,2.171990645,10.03499284,0.642955045,0.0321,0.0241,0.783558326,RAISE,HOLD,RAISE
0.3601,0.2741,8.806618501,1.385901346,10.03499284,0.796420695,0.0361,0.0271,0.86189314,HOLD,HOLD,RAISE
0.3601,0.2741,9.226532179,1.228374337,10.03499284,1.270886781,0.0401,0.0301,0.87759091,HOLD,HOLD,RAISE
0.3601,0.2741,10.08273019,0.808460659,10.03499284,1.502234604,0.0441,0.0331,0.919435851,HOLD,HOLD,RAISE
0.3601,0.2741,9.792206926,-0.047737357,10.03499284,2.494303238,0.0481,0.0361,1.004757089,HOLD,STOP,HOLD
0.0001,0.2741,8.65650086,0.242785912,10.03499284,-41.02534163,0.0481,0.0361,0.97580607,HOLD,HOLD,LOWER
0.0001,0.2741,8.699575523,1.378491978,10.03499284,7.130974606,0.0471,0.0351,0.862631494,HOLD,RAISE,RAISE
0.0201,0.2741,9.07937864,1.335417315,10.03499284,1.262187326,0.0511,0.0381,0.866923939,HOLD,RAISE,RAISE
0.0401,0.2741,9.984202826,0.955614198,10.03499284,1.359781476,0.0551,0.0411,0.904771811,HOLD,RAISE,RAISE
0.0601,0.2741,5.474745519,0.050790012,10.03499284,2.089588633,0.0591,0.0441,0.99493871,HOLD,RAISE,HOLD
